"","treatment_period","week_id","grid_id","treatment","camera_id","deployment_id","start_time","common_name","group_size"
"624",2,9,"S2","control","S2T9","MFP W9 S2T9","10/3/24 8:07","Human",NA
"625",2,9,"S2","control","S2T9","MFP W9 S2T9","10/4/24 10:20","Human",NA
"626",2,9,"S2","control","S2T9","MFP W9 S2T9","10/6/24 10:35","Human",NA
"627",1,1,"N2","control","N2T1","N2T1-1","7/27/24 13:23","Human",1
"628",2,10,"N2","human","N2T1","N2T1-10","10/9/24 10:11","Human",1
"629",2,10,"N2","human","N2T1","N2T1-10","10/11/24 11:47","Human",1
"630",2,10,"N2","human","N2T1","N2T1-10","10/12/24 17:14","Human",1
"631",1,5,"N2","control","N2T1","N2T1-5","8/21/24 9:25","Human",1
"632",1,5,"N2","control","N2T1","N2T1-5","8/27/24 9:15","Human",2
"633",1,5,"N2","control","N2T1","N2T1-5","8/27/24 11:04","Human",1
"634",2,6,"N2","human","N2T1","N2T1-6","9/8/24 9:55","Human",1
"635",2,6,"N2","human","N2T1","N2T1-6","9/12/24 14:06","Human",1
"636",2,8,"N2","human","N2T1","N2T1-8","9/26/24 12:19","Human",3
"637",2,8,"N2","human","N2T1","N2T1-8","9/27/24 10:37","Human",1
"638",2,8,"N2","human","N2T1","N2T1-8","9/29/24 8:42","Human",1
"639",1,1,"N2","control","N2T10","N2T10-1","7/22/24 10:45","Human",1
"640",1,1,"N2","control","N2T10","N2T10-1","7/22/24 14:46","Human",1
"641",2,10,"N2","human","N2T10","N2T10-10","10/9/24 9:41","Human",2
"642",1,1,"N2","control","N2T11","N2T11-1","7/22/24 14:25","Human",1
"643",1,2,"N2","control","N2T11","N2T11-2","7/31/24 11:17","Human",1
"644",2,8,"N2","human","N2T11","N2T11-8","9/23/24 9:34","Human",1
"645",2,10,"N2","human","N2T12","N2T12-10","10/9/24 9:38","Human",1
"646",1,2,"N2","control","N2T12","N2T12-2","7/31/24 10:09","Human",1
"647",1,5,"N2","control","N2T12","N2T12-5","8/21/24 10:00","Human",1
"648",1,5,"N2","control","N2T12","N2T12-5","8/27/24 10:19","Human",1
"649",2,8,"N2","human","N2T12","N2T12-8","9/25/24 15:22","Human",1
"650",1,5,"N2","control","N2T2","N2T2-5","8/21/24 9:18","Human",1
"651",2,6,"N2","human","N2T2","N2T2-6","9/12/24 15:31","Human",1
"652",1,5,"N2","control","N2T3","N2T3-5","8/21/24 9:20","Human",1
"653",2,6,"N2","human","N2T3","N2T3-6","9/15/24 16:29","Human",1
"654",2,6,"N2","human","N2T4","N2T4-6","9/8/24 10:12","Human",1
"655",2,6,"N2","human","N2T4","N2T4-6","9/15/24 14:56","Human",1
"656",2,6,"N2","human","N2T4","N2T4-6","9/15/24 15:45","Human",1
"657",2,8,"N2","human","N2T4","N2T4-8","9/26/24 11:10","Human",1
"658",2,8,"N2","human","N2T4","N2T4-8","9/26/24 11:49","Human",1
"659",1,5,"N2","control","N2T6","N2T6-5","8/21/24 9:32","Human",1
"660",1,1,"N2","control","N2T7","N2T7-1","7/27/24 13:40","Human",1
"661",1,1,"N2","control","N2T7","N2T7-1","7/31/24 12:10","Human",1
"662",2,10,"N2","human","N2T7","N2T7-10","10/9/24 9:14","Human",2
"663",2,10,"N2","human","N2T7","N2T7-10","10/9/24 9:56","Human",1
"664",2,10,"N2","human","N2T7","N2T7-10","10/11/24 18:15","Human",1
"665",2,10,"N2","human","N2T7","N2T7-10","10/12/24 17:22","Human",1
"666",1,5,"N2","control","N2T7","N2T7-5","8/21/24 9:41","Human",1
"667",2,6,"N2","human","N2T7","N2T7-6","9/15/24 14:54","Human",1
"668",2,8,"N2","human","N2T7","N2T7-8","9/26/24 11:07","Human",1
"669",2,8,"N2","human","N2T7","N2T7-8","9/26/24 12:32","Human",1
"670",2,8,"N2","human","N2T7","N2T7-8","9/27/24 10:49","Human",1
"671",2,10,"N2","human","N2T9","N2T9-10","10/9/24 9:47","Human",1
"672",1,3,"N2","control","N2T9","N2T9-3","8/13/24 12:24","Human",1
"673",1,5,"N2","control","N2T9","N2T9-5","8/21/24 10:41","Human",1
"674",2,6,"N2","human","N2T9","N2T9-6","9/8/24 11:40","Human",1
"675",2,6,"N2","human","N2T9","N2T9-6","9/12/24 12:55","Human",1
"676",2,6,"N2","human","N2T9","N2T9-6","9/15/24 14:48","Human",1
"677",2,8,"N2","human","N2T9","N2T9-8","9/26/24 11:01","Human",1
"678",2,8,"N2","human","N2T9","N2T9-8","9/26/24 12:28","Human",1
"679",2,8,"N2","human","N2T9","N2T9-8","9/27/24 10:27","Human",1
"680",2,8,"N2","human","N2T9","N2T9-8","9/29/24 8:29","Human",1
"681",1,1,"S2","human","S2T1","S2T1-1","7/23/24 12:57","Human",1
"682",1,1,"S2","human","S2T1","S2T1-1","7/23/24 15:15","Human",1
"683",1,1,"S2","human","S2T1","S2T1-1","7/23/24 15:51","Human",1
"684",1,1,"S2","human","S2T1","S2T1-1","7/23/24 16:56","Human",1
"685",1,1,"S2","human","S2T1","S2T1-1","7/24/24 8:05","Human",1
"686",1,1,"S2","human","S2T1","S2T1-1","7/24/24 13:26","Human",1
"687",1,1,"S2","human","S2T1","S2T1-1","7/24/24 16:39","Human",1
"688",1,1,"S2","human","S2T1","S2T1-1","7/26/24 17:46","Human",1
"689",1,1,"S2","human","S2T1","S2T1-1","7/27/24 8:51","Human",1
"690",1,1,"S2","human","S2T1","S2T1-1","7/27/24 17:47","Human",1
"691",1,1,"S2","human","S2T1","S2T1-1","7/29/24 14:12","Human",1
"692",1,3,"S2","human","S2T1","S2T1-3","8/7/24 13:14","Human",1
"693",1,3,"S2","human","S2T1","S2T1-3","8/13/24 10:13","Human",1
"694",1,5,"S2","human","S2T1","S2T1-5","8/21/24 8:17","Human",1
"695",1,5,"S2","human","S2T1","S2T1-5","8/23/24 12:18","Human",1
"696",1,5,"S2","human","S2T1","S2T1-5","8/27/24 9:31","Human",1
"697",1,5,"S2","human","S2T1","S2T1-5","8/27/24 12:25","Human",1
"698",1,5,"S2","human","S2T1","S2T1-5","8/27/24 13:20","Human",1
"699",2,6,"S2","control","S2T1","S2T1-6","9/9/24 7:33","Human",1
"700",2,6,"S2","control","S2T1","S2T1-6","9/9/24 8:48","Human",1
"701",2,6,"S2","control","S2T1","S2T1-6","9/12/24 10:58","Human",1
"702",2,6,"S2","control","S2T1","S2T1-6","9/13/24 13:48","Human",2
"703",2,6,"S2","control","S2T1","S2T1-6","9/15/24 12:06","Human",1
"704",2,6,"S2","control","S2T1","S2T1-6","9/16/24 8:55","Human",1
"705",1,5,"S2","human","S2T10","S2T10-5","8/27/24 11:49","Human",1
"706",2,8,"S2","control","S2T10","S2T10-8","9/25/24 16:40","Human",3
"707",1,5,"S2","human","S2T11","S2T11-5","8/21/24 8:58","Human",1
"708",2,6,"S2","control","S2T11","S2T11-6","9/9/24 6:46","Human",1
"709",2,6,"S2","control","S2T11","S2T11-6","9/12/24 10:29","Human",1
"710",2,6,"S2","control","S2T11","S2T11-6","9/13/24 14:15","Human",1
"711",1,1,"S2","human","S2T12","S2T12-1","7/26/24 18:03","Human",2
"712",2,10,"S2","control","S2T12","S2T12-10","10/8/24 15:47","Human",2
"713",2,10,"S2","control","S2T12","S2T12-10","10/9/24 7:57","Human",2
"714",2,10,"S2","control","S2T12","S2T12-10","10/9/24 8:57","Human",1
"715",1,5,"S2","human","S2T1","S2T12-5","8/21/24 9:53","Human",1
"716",1,5,"S2","human","S2T1","S2T12-5","8/27/24 14:07","Human",1
"717",2,6,"S2","control","S2T1","S2T12-6","9/13/24 11:59","Human",1
"718",2,6,"S2","control","S2T1","S2T12-6","9/13/24 13:14","Human",1
"719",2,6,"S2","control","S2T1","S2T12-6","9/13/24 13:52","Human",1
"720",2,8,"S2","control","S2T1","S2T12-8","9/28/24 15:28","Human",1
"721",1,5,"S2","human","S2T2","S2T2-5","8/21/24 9:21","Human",1
"722",2,6,"S2","control","S2T2","S2T2-6","9/16/24 8:07","Human",2
"723",2,8,"S2","control","S2T2","S2T2-8","9/26/24 18:08","Human",1
"724",1,5,"S2","human","S2T3","S2T3-5","8/21/24 8:24","Human",1
"725",1,5,"S2","human","S2T3","S2T3-5","8/27/24 12:33","Human",1
"726",2,6,"S2","control","S2T3","S2T3-6","9/16/24 8:17","Human",1
"727",2,10,"S2","control","S2T4","S2T4-10","10/8/24 13:32","Human",1
"728",2,10,"S2","control","S2T4","S2T4-10","10/8/24 16:05","Human",1
"729",2,10,"S2","control","S2T4","S2T4-10","10/14/24 13:32","Human",1
"730",2,10,"S2","control","S2T4","S2T4-10","10/15/24 8:27","Human",1
"731",1,3,"S2","human","S2T4","S2T4-3","8/11/24 16:06","Human",1
"732",1,5,"S2","human","S2T4","S2T4-5","8/21/24 8:27","Human",1
"733",1,5,"S2","human","S2T4","S2T4-5","8/27/24 12:14","Human",1
"734",2,6,"S2","control","S2T4","S2T4-6","9/11/24 16:10","Human",1
"735",2,6,"S2","control","S2T4","S2T4-6","9/16/24 8:31","Human",1
"736",2,8,"S2","control","S2T4","S2T4-8","9/24/24 17:24","Human",1
"737",1,5,"S2","human","S2T5","S2T5-5","8/21/24 8:31","Human",1
"738",2,6,"S2","control","S2T5","S2T5-6","9/16/24 8:44","Human",1
"739",2,6,"S2","control","S2T6","S2T6","9/9/24 12:09","Human",1
"740",2,6,"S2","control","S2T6","S2T6","9/10/24 10:22","Human",1
"741",2,6,"S2","control","S2T6","S2T6","9/10/24 14:48","Human",1
"742",2,6,"S2","control","S2T6","S2T6","9/13/24 13:03","Human",1
"743",2,6,"S2","control","S2T6","S2T6","9/16/24 8:53","Human",1
"744",1,1,"S2","human","S2T6","S2T6-1","7/24/24 7:02","Human",1
"745",1,1,"S2","human","S2T6","S2T6-1","7/24/24 16:28","Human",1
"746",1,1,"S2","human","S2T6","S2T6-1","7/30/24 9:56","Human",1
"747",1,1,"S2","human","S2T6","S2T6-1","7/30/24 12:16","Human",2
"748",1,1,"S2","human","S2T6","S2T6-1","7/30/24 13:47","Human",3
"749",2,10,"S2","control","S2T6","S2T6-10","10/7/24 7:15","Human",1
"750",2,10,"S2","control","S2T6","S2T6-10","10/7/24 14:21","Human",1
"751",2,10,"S2","control","S2T6","S2T6-10","10/8/24 13:56","Human",2
"752",2,10,"S2","control","S2T6","S2T6-10","10/8/24 15:59","Human",1
"753",2,10,"S2","control","S2T6","S2T6-10","10/9/24 7:48","Human",2
"754",2,10,"S2","control","S2T6","S2T6-10","10/9/24 9:07","Human",1
"755",2,10,"S2","control","S2T6","S2T6-10","10/9/24 9:40","Human",1
"756",2,10,"S2","control","S2T6","S2T6-10","10/9/24 10:29","Human",1
"757",2,10,"S2","control","S2T6","S2T6-10","10/9/24 12:11","Human",1
"758",2,10,"S2","control","S2T6","S2T6-10","10/12/24 13:35","Human",2
"759",2,10,"S2","control","S2T6","S2T6-10","10/13/24 8:27","Human",1
"760",1,3,"S2","human","S2T6","S2T6-3","8/12/24 12:54","Human",2
"761",1,5,"S2","human","S2T6","S2T6-5","8/21/24 8:34","Human",1
"762",1,5,"S2","human","S2T6","S2T6-5","8/21/24 9:49","Human",1
"763",1,5,"S2","human","S2T6","S2T6-5","8/23/24 18:26","Human",1
"764",1,5,"S2","human","S2T6","S2T6-5","8/27/24 8:23","Human",1
"765",1,5,"S2","human","S2T6","S2T6-5","8/27/24 12:41","Human",2
"766",1,5,"S2","human","S2T7","S2T7-5","8/21/24 8:46","Human",1
"767",2,6,"S2","control","S2T7","S2T7-6","9/16/24 9:14","Human",1
"768",2,6,"S2","control","S2T8","S2T8-6","9/16/24 9:05","Human",1
"769",2,10,"S2","control","S2T9","S2T9-10","10/7/24 7:19","Human",2
"770",2,10,"S2","control","S2T9","S2T9-10","10/7/24 14:22","Human",1
"771",2,10,"S2","control","S2T9","S2T9-10","10/7/24 16:05","Human",1
"772",2,10,"S2","control","S2T9","S2T9-10","10/8/24 7:27","Human",2
"773",2,10,"S2","control","S2T9","S2T9-10","10/8/24 9:09","Human",2
"774",2,10,"S2","control","S2T9","S2T9-10","10/9/24 6:44","Human",2
"775",2,10,"S2","control","S2T9","S2T9-10","10/9/24 8:52","Human",1
"776",2,10,"S2","control","S2T9","S2T9-10","10/9/24 9:26","Human",2
"777",2,10,"S2","control","S2T9","S2T9-10","10/9/24 10:19","Human",1
"778",2,10,"S2","control","S2T9","S2T9-10","10/9/24 12:11","Human",1
"779",2,10,"S2","control","S2T9","S2T9-10","10/9/24 14:45","Human",2
"780",2,10,"S2","control","S2T9","S2T9-10","10/10/24 7:57","Human",1
"781",2,10,"S2","control","S2T9","S2T9-10","10/10/24 12:23","Human",1
"782",2,10,"S2","control","S2T9","S2T9-10","10/10/24 16:35","Human",1
"783",2,10,"S2","control","S2T9","S2T9-10","10/10/24 17:17","Human",1
"784",2,10,"S2","control","S2T9","S2T9-10","10/11/24 9:20","Human",1
"785",2,10,"S2","control","S2T9","S2T9-10","10/11/24 11:09","Human",1
"786",2,10,"S2","control","S2T9","S2T9-10","10/11/24 11:42","Human",1
"787",2,10,"S2","control","S2T9","S2T9-10","10/11/24 15:26","Human",1
"788",2,10,"S2","control","S2T9","S2T9-10","10/11/24 17:21","Human",1
"789",2,10,"S2","control","S2T9","S2T9-10","10/12/24 9:42","Human",1
"790",2,10,"S2","control","S2T9","S2T9-10","10/12/24 13:35","Human",2
"791",2,10,"S2","control","S2T9","S2T9-10","10/13/24 14:15","Human",1
"792",2,10,"S2","control","S2T9","S2T9-10","10/13/24 15:59","Human",1
"793",1,5,"S2","human","S2T9","S2T9-5","8/21/24 9:56","Human",1
"794",1,5,"S2","human","S2T9","S2T9-5","8/21/24 11:21","Human",1
"795",1,5,"S2","human","S2T9","S2T9-5","8/21/24 15:53","Human",1
"796",1,5,"S2","human","S2T9","S2T9-5","8/22/24 21:04","Human",1
"797",1,5,"S2","human","S2T9","S2T9-5","8/23/24 8:35","Human",1
"798",1,5,"S2","human","S2T9","S2T9-5","8/23/24 12:22","Human",1
"799",1,5,"S2","human","S2T9","S2T9-5","8/23/24 13:09","Human",1
"800",1,5,"S2","human","S2T9","S2T9-5","8/25/24 9:45","Human",2
"801",1,5,"S2","human","S2T9","S2T9-5","8/25/24 12:17","Human",1
"802",1,5,"S2","human","S2T9","S2T9-5","8/25/24 14:54","Human",1
"803",2,8,"S2","control","S2T9","S2T9-8","9/24/24 9:13","Human",1
"804",2,8,"S2","control","S2T9","S2T9-8","9/25/24 7:20","Human",1
"805",2,8,"S2","control","S2T9","S2T9-8","9/29/24 18:23","Human",1
